"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 06/16/2020. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 27,464 Crashes containing 129,737 Units and 194,292 Persons"

"Query Filters:"
"Crash Year Is Equal To 2019"
"  Crash Location is All of Texas"

"Managed Filters:"
"Alcohol Involved Crashes"

"Crash ID","Crash Time","Day of Week"
"16842945","0045","TUESDAY"
"16843659","0357","TUESDAY"
"16844503","0400","TUESDAY"
"16844753","0355","TUESDAY"
"16844759","0332","TUESDAY"
"16847168","1846","TUESDAY"
"16847520","0130","TUESDAY"
"16847755","0300","TUESDAY"
"16848061","0035","TUESDAY"
"16848204","0046","TUESDAY"
"16848650","0155","TUESDAY"
"16850169","0352","TUESDAY"
"16850267","1905","TUESDAY"
"16852004","2100","TUESDAY"
"16852054","0016","TUESDAY"
"16853460","0233","TUESDAY"
"16854697","0145","TUESDAY"
"16856196","0251","TUESDAY"
"16857519","0118","TUESDAY"
"16858007","0018","TUESDAY"
"16859126","0330","TUESDAY"
"16864350","0241","TUESDAY"
"16865343","0250","TUESDAY"
"16868720","0210","TUESDAY"
"16869515","0141","TUESDAY"
"16873064","0030","TUESDAY"
"16881526","0716","TUESDAY"
"16983993","0145","TUESDAY"
"17470911","0130","TUESDAY"
"17663544","0143","TUESDAY"
"16844630","1834","WEDNESDAY"
"16845815","1900","WEDNESDAY"
"16849768","2345","WEDNESDAY"
"16850149","2140","WEDNESDAY"
"16857501","1639","WEDNESDAY"
"16860043","0131","WEDNESDAY"
"16874784","0010","WEDNESDAY"
"16987728","2140","WEDNESDAY"
"17637269","2307","WEDNESDAY"
"16843596","2154","THURSDAY"
"16848206","2131","THURSDAY"
"16848793","1835","THURSDAY"
"16850038","2235","THURSDAY"
"16852297","2233","THURSDAY"
"16856443","0155","THURSDAY"
"16860978","1846","THURSDAY"
"16862443","2340","THURSDAY"
"16870608","1154","THURSDAY"
"16910806","1705","THURSDAY"
"16986541","0235","THURSDAY"
"16845312","0943","FRIDAY"
"16845594","0034","FRIDAY"
"16848695","2201","FRIDAY"
"16849022","1910","FRIDAY"
"16849756","0209","FRIDAY"
"16849811","1702","FRIDAY"
"16850146","0225","FRIDAY"
"16851245","0713","FRIDAY"
"16852442","2322","FRIDAY"
"16853175","1630","FRIDAY"
"16853455","2229","FRIDAY"
"16853456","2229","FRIDAY"
"16853482","0235","FRIDAY"
"16854014","0111","FRIDAY"
"16859715","2245","FRIDAY"
"16863613","2306","FRIDAY"
"16864343","0230","FRIDAY"
"16870603","2016","FRIDAY"
"16874313","0320","FRIDAY"
"16932326","0333","FRIDAY"
"16984083","1650","FRIDAY"
"17118878","0225","FRIDAY"
"16843042","0500","SATURDAY"
"16844262","0024","SATURDAY"
"16845652","2135","SATURDAY"
"16846491","1250","SATURDAY"
"16846575","0100","SATURDAY"
"16846918","2009","SATURDAY"
"16846940","0914","SATURDAY"
"16847899","0227","SATURDAY"
"16848919","0750","SATURDAY"
"16849205","2330","SATURDAY"
"16850183","2116","SATURDAY"
"16850281","2304","SATURDAY"
"16850458","1853","SATURDAY"
"16850594","2121","SATURDAY"
"16851159","2359","SATURDAY"
"16853313","0200","SATURDAY"
"16856140","0353","SATURDAY"
"16857258","0237","SATURDAY"
"16858541","2205","SATURDAY"
"16858631","1948","SATURDAY"
"16865815","0157","SATURDAY"
"16875612","0236","SATURDAY"
"16842993","0426","SUNDAY"
"16843225","0743","SUNDAY"
"16843444","0200","SUNDAY"
"16843446","0340","SUNDAY"
"16843455","0240","SUNDAY"
"16843531","0222","SUNDAY"
"16843588","0320","SUNDAY"
"16843812","0951","SUNDAY"
"16844036","0051","SUNDAY"
"16844369","1801","SUNDAY"
"16845319","1950","SUNDAY"
"16845744","0937","SUNDAY"
"16845786","0505","SUNDAY"
"16846510","2313","SUNDAY"
"16846578","0107","SUNDAY"
"16846990","0013","SUNDAY"
"16849084","2023","SUNDAY"
"16849791","0325","SUNDAY"
"16850103","1925","SUNDAY"
"16850168","0211","SUNDAY"
"16850602","0444","SUNDAY"
"16850866","0400","SUNDAY"
"16851036","1539","SUNDAY"
"16851118","0200","SUNDAY"
"16851611","2317","SUNDAY"
"16852264","2320","SUNDAY"
"16853307","1910","SUNDAY"
"16853350","0320","SUNDAY"
"16854610","0226","SUNDAY"
"16854685","1901","SUNDAY"
"16855194","0220","SUNDAY"
"16856195","0145","SUNDAY"
"16858300","0200","SUNDAY"
"16859374","0148","SUNDAY"
"16861076","0350","SUNDAY"
"16864394","0201","SUNDAY"
"16867620","2130","SUNDAY"
"16870837","2341","SUNDAY"
"17045851","0127","SUNDAY"
"17183445","0228","SUNDAY"
"17470986","1948","SUNDAY"
"17663433","2102","SUNDAY"
"16842943","1201","MONDAY"
"16843555","0140","MONDAY"
"16844332","2012","MONDAY"
"16844526","0519","MONDAY"
"16844818","0704","MONDAY"
"16847092","0223","MONDAY"
"16848006","0253","MONDAY"
"16848095","0219","MONDAY"
"16853652","2028","MONDAY"
"16853774","2028","MONDAY"
"16856131","0143","MONDAY"
"16856709","1959","MONDAY"
"16857144","1948","MONDAY"
"16857261","0613","MONDAY"
"16861962","0321","MONDAY"
"16915592","0619","MONDAY"
"16842831","1505","TUESDAY"
"16843074","1830","TUESDAY"
"16843601","2345","TUESDAY"
"16843794","2247","TUESDAY"
"16845455","2145","TUESDAY"
"16847722","2320","TUESDAY"
"16848747","1720","TUESDAY"
"16849760","0012","TUESDAY"
"16850736","0048","TUESDAY"
"16851158","2246","TUESDAY"
"16851720","2120","TUESDAY"
"16852101","0950","TUESDAY"
"16852377","0330","TUESDAY"
"16856942","1614","TUESDAY"
"16860878","2214","TUESDAY"
"16862826","2309","TUESDAY"
"16864336","1549","TUESDAY"
"16874473","2216","TUESDAY"
"16910747","2046","TUESDAY"
"16986799","2304","TUESDAY"
"17456336","0048","TUESDAY"
"17471004","0504","TUESDAY"
"17637302","2045","TUESDAY"
"17663411","0246","TUESDAY"
"16843187","0238","WEDNESDAY"
"16843195","2015","WEDNESDAY"
"16843775","2359","WEDNESDAY"
"16846884","2108","WEDNESDAY"
"16847325","0257","WEDNESDAY"
"16848011","1200","WEDNESDAY"
"16849091","0222","WEDNESDAY"
"16849109","1850","WEDNESDAY"
"16849191","0443","WEDNESDAY"
"16849282","0338","WEDNESDAY"
"16850363","2023","WEDNESDAY"
"16850991","1943","WEDNESDAY"
"16852318","2019","WEDNESDAY"
"16852727","2240","WEDNESDAY"
"16852734","0708","WEDNESDAY"
"16854084","2225","WEDNESDAY"
"16857055","1910","WEDNESDAY"
"16859186","0130","WEDNESDAY"
"16860879","0048","WEDNESDAY"
"16860881","2250","WEDNESDAY"
"16865378","1658","WEDNESDAY"
"16866159","2203","WEDNESDAY"
"16867656","2330","WEDNESDAY"
"16999965","2040","WEDNESDAY"
"17462961","0244","WEDNESDAY"
"16843121","2103","THURSDAY"
"16843323","0119","THURSDAY"
"16843499","2027","THURSDAY"
"16843636","2100","THURSDAY"
"16847522","1540","THURSDAY"
"16847537","2149","THURSDAY"
"16849050","2005","THURSDAY"
"16849209","1837","THURSDAY"
"16849903","1655","THURSDAY"
"16851174","0158","THURSDAY"
"16851181","1339","THURSDAY"
"16851389","1835","THURSDAY"
"16852271","0057","THURSDAY"
"16852940","2221","THURSDAY"
"16853761","2348","THURSDAY"
"16854383","2357","THURSDAY"
"16854997","2204","THURSDAY"
"16856393","1742","THURSDAY"
"16857522","0345","THURSDAY"
"16857762","1555","THURSDAY"
"16858398","2314","THURSDAY"
"16858974","1804","THURSDAY"
"16860944","1930","THURSDAY"
"16869015","1830","THURSDAY"
"16869150","2309","THURSDAY"
"16870237","0020","THURSDAY"
"16986370","0230","THURSDAY"
"17000898","2150","THURSDAY"
"17662659","1800","THURSDAY"
"16842907","0820","FRIDAY"
"16843402","0204","FRIDAY"
"16843543","0229","FRIDAY"
"16843545","0225","FRIDAY"
"16843685","2340","FRIDAY"
"16843735","1757","FRIDAY"
"16843736","1909","FRIDAY"
"16844030","1800","FRIDAY"
"16844297","1612","FRIDAY"
"16844310","2205","FRIDAY"
"16844365","0007","FRIDAY"
"16844375","2354","FRIDAY"
"16844376","1855","FRIDAY"
"16844393","2324","FRIDAY"
"16844447","2250","FRIDAY"
"16844639","1810","FRIDAY"
"16844971","1947","FRIDAY"
"16845212","2059","FRIDAY"
"16845316","2303","FRIDAY"
"16845333","2115","FRIDAY"
"16845337","0407","FRIDAY"
"16845349","1925","FRIDAY"
"16845477","0229","FRIDAY"
"16845794","1701","FRIDAY"
"16846112","1015","FRIDAY"
"16846534","2021","FRIDAY"
"16846559","2207","FRIDAY"
"16846601","2300","FRIDAY"
"16846863","1354","FRIDAY"
"16847781","2310","FRIDAY"
"16847798","0259","FRIDAY"
"16847993","1830","FRIDAY"
"16848213","1719","FRIDAY"
"16848995","0543","FRIDAY"
"16849132","0030","FRIDAY"
"16849237","1611","FRIDAY"
"16849335","0028","FRIDAY"
"16849347","0515","FRIDAY"
"16849557","1955","FRIDAY"
"16849906","2026","FRIDAY"
"16850346","0137","FRIDAY"
"16850769","0058","FRIDAY"
"16851078","0015","FRIDAY"
"16851092","2326","FRIDAY"
"16851567","2020","FRIDAY"
"16852222","1754","FRIDAY"
"16852276","0350","FRIDAY"
"16852373","0040","FRIDAY"
"16853008","2048","FRIDAY"
"16853598","0321","FRIDAY"
"16853635","0840","FRIDAY"
"16854120","2103","FRIDAY"
"16854150","1536","FRIDAY"
"16854515","2150","FRIDAY"
"16855221","2332","FRIDAY"
"16856121","2040","FRIDAY"
"16857000","2238","FRIDAY"
"16858344","2240","FRIDAY"
"16860079","0040","FRIDAY"
"16860492","2159","FRIDAY"
"16860641","2030","FRIDAY"
"16860884","1745","FRIDAY"
"16863177","1601","FRIDAY"
"16863237","0237","FRIDAY"
"16864842","0501","FRIDAY"
"16869154","0105","FRIDAY"
"16874019","0116","FRIDAY"
"16986399","0044","FRIDAY"
"17462905","2230","FRIDAY"
"17527778","2240","FRIDAY"
"16843684","0254","SATURDAY"
"16843734","0101","SATURDAY"
"16843938","0114","SATURDAY"
"16844210","0434","SATURDAY"
"16844218","0052","SATURDAY"
"16844388","0230","SATURDAY"
"16844390","1715","SATURDAY"
"16844403","0044","SATURDAY"
"16844409","1720","SATURDAY"
"16844420","0350","SATURDAY"
"16844474","0212","SATURDAY"
"16844488","0235","SATURDAY"
"16844514","0440","SATURDAY"
"16844522","0345","SATURDAY"
"16844531","0212","SATURDAY"
"16844683","0211","SATURDAY"
"16844851","1725","SATURDAY"
"16844972","1735","SATURDAY"
"16845102","2321","SATURDAY"
"16845105","2114","SATURDAY"
"16845406","0353","SATURDAY"
"16845408","2315","SATURDAY"
"16845504","0403","SATURDAY"
"16845648","0517","SATURDAY"
"16845661","0500","SATURDAY"
"16845841","0206","SATURDAY"
"16845863","1345","SATURDAY"
"16845866","0206","SATURDAY"
"16845937","0136","SATURDAY"
"16845967","0349","SATURDAY"
"16845969","0325","SATURDAY"
"16845972","2257","SATURDAY"
"16845994","2249","SATURDAY"
"16846005","1829","SATURDAY"
"16846610","0001","SATURDAY"
"16846624","0244","SATURDAY"
"16846778","0300","SATURDAY"
"16846848","1930","SATURDAY"
"16846853","2005","SATURDAY"
"16846975","1850","SATURDAY"
"16847485","0220","SATURDAY"
"16847571","2100","SATURDAY"
"16847602","0120","SATURDAY"
"16847688","0148","SATURDAY"
"16847711","2025","SATURDAY"
"16847838","0200","SATURDAY"
"16848295","0145","SATURDAY"
"16848298","0535","SATURDAY"
"16848312","1657","SATURDAY"
"16848545","0300","SATURDAY"
"16848988","2340","SATURDAY"
"16849171","2316","SATURDAY"
"16849351","2025","SATURDAY"
"16849659","0021","SATURDAY"
"16849700","0210","SATURDAY"
"16849910","1300","SATURDAY"
"16850213","0059","SATURDAY"
"16850510","0357","SATURDAY"
"16850690","0220","SATURDAY"
"16850739","2159","SATURDAY"
"16851040","1756","SATURDAY"
"16851045","1153","SATURDAY"
"16851225","0309","SATURDAY"
"16851625","2245","SATURDAY"
"16851692","0233","SATURDAY"
"16851926","2025","SATURDAY"
"16852244","2355","SATURDAY"
"16852332","1810","SATURDAY"
"16852414","0745","SATURDAY"
"16852418","1020","SATURDAY"
"16852427","1942","SATURDAY"
"16852499","2250","SATURDAY"
"16852617","1701","SATURDAY"
"16852705","0630","SATURDAY"
"16853101","1529","SATURDAY"
"16853241","0230","SATURDAY"
"16853439","0200","SATURDAY"
"16853524","0200","SATURDAY"
"16853846","0429","SATURDAY"
"16854531","0513","SATURDAY"
"16855186","1911","SATURDAY"
"16855437","0849","SATURDAY"
"16855438","0135","SATURDAY"
"16855741","2223","SATURDAY"
"16855883","2321","SATURDAY"
"16856342","0300","SATURDAY"
"16856554","0226","SATURDAY"
"16856912","1736","SATURDAY"
"16857095","1514","SATURDAY"
"16857713","0001","SATURDAY"
"16858113","2200","SATURDAY"
"16858214","1000","SATURDAY"
"16858250","0205","SATURDAY"
"16858293","2225","SATURDAY"
"16858618","2308","SATURDAY"
"16858869","2349","SATURDAY"
"16858923","0424","SATURDAY"
"16859198","2050","SATURDAY"
"16859261","1824","SATURDAY"
"16859463","0208","SATURDAY"
"16859999","2340","SATURDAY"
"16860181","0046","SATURDAY"
"16861400","2350","SATURDAY"
"16862277","2103","SATURDAY"
"16862670","1012","SATURDAY"
"16862977","2252","SATURDAY"
"16863188","2035","SATURDAY"
"16863382","1439","SATURDAY"
"16863803","1943","SATURDAY"
"16864370","0013","SATURDAY"
"16864526","2258","SATURDAY"
"16866456","0210","SATURDAY"
"16866752","2225","SATURDAY"
"16866987","0205","SATURDAY"
"16867399","1656","SATURDAY"
"16867914","0353","SATURDAY"
"16868389","0307","SATURDAY"
"16869031","1330","SATURDAY"
"16870845","1831","SATURDAY"
"16872251","0120","SATURDAY"
"16874491","0227","SATURDAY"
"16874831","2245","SATURDAY"
"16876017","0447","SATURDAY"
"16879962","0315","SATURDAY"
"16880962","0115","SATURDAY"
"16935517","0412","SATURDAY"
"16986435","2200","SATURDAY"
"17697560","1749","SATURDAY"
"16844554","0011","SUNDAY"
"16844849","0650","SUNDAY"
"16844866","0509","SUNDAY"
"16845380","0240","SUNDAY"
"16845412","0205","SUNDAY"
"16845432","2125","SUNDAY"
"16845442","0137","SUNDAY"
"16845454","0152","SUNDAY"
"16845485","0213","SUNDAY"
"16845512","0238","SUNDAY"
"16845523","1838","SUNDAY"
"16845581","1002","SUNDAY"
"16845643","0002","SUNDAY"
"16845662","0416","SUNDAY"
"16845830","0053","SUNDAY"
"16845979","0052","SUNDAY"
"16845993","1734","SUNDAY"
"16846052","0155","SUNDAY"
"16846531","0738","SUNDAY"
"16846689","0249","SUNDAY"
"16847065","1705","SUNDAY"
"16847120","2045","SUNDAY"
"16847156","1527","SUNDAY"
"16847314","1812","SUNDAY"
"16847362","2010","SUNDAY"
"16847707","0230","SUNDAY"
"16847788","0326","SUNDAY"
"16847817","0006","SUNDAY"
"16848027","0110","SUNDAY"
"16848145","0648","SUNDAY"
"16848176","0302","SUNDAY"
"16848357","0348","SUNDAY"
"16848510","0015","SUNDAY"
"16848512","0224","SUNDAY"
"16848561","0756","SUNDAY"
"16848566","2207","SUNDAY"
"16849479","0200","SUNDAY"
"16849510","0225","SUNDAY"
"16849549","0214","SUNDAY"
"16849553","0347","SUNDAY"
"16849565","0310","SUNDAY"
"16849690","2213","SUNDAY"
"16849696","0227","SUNDAY"
"16850180","0244","SUNDAY"
"16850308","2240","SUNDAY"
"16850327","1039","SUNDAY"
"16850596","0200","SUNDAY"
"16850717","0909","SUNDAY"
"16851190","0243","SUNDAY"
"16851278","0600","SUNDAY"
"16851450","1709","SUNDAY"
"16851465","0014","SUNDAY"
"16851577","2340","SUNDAY"
"16851602","0122","SUNDAY"
"16851645","0021","SUNDAY"
"16851745","0226","SUNDAY"
"16851788","0337","SUNDAY"
"16851914","0048","SUNDAY"
"16852330","0048","SUNDAY"
"16852447","0657","SUNDAY"
"16852637","0515","SUNDAY"
"16852779","0239","SUNDAY"
"16852923","0011","SUNDAY"
"16853053","2252","SUNDAY"
"16853163","0436","SUNDAY"
"16853414","1950","SUNDAY"
"16853453","0220","SUNDAY"
"16853496","2348","SUNDAY"
"16853604","0026","SUNDAY"
"16854408","0317","SUNDAY"
"16854553","0412","SUNDAY"
"16854734","0130","SUNDAY"
"16854774","0234","SUNDAY"
"16854791","1715","SUNDAY"
"16855253","2207","SUNDAY"
"16855261","2239","SUNDAY"
"16855335","0220","SUNDAY"
"16855436","0205","SUNDAY"
"16855479","0446","SUNDAY"
"16856137","0335","SUNDAY"
"16856259","0239","SUNDAY"
"16856941","0206","SUNDAY"
"16857500","0032","SUNDAY"
"16857589","0204","SUNDAY"
"16857717","2344","SUNDAY"
"16857834","1811","SUNDAY"
"16858191","0601","SUNDAY"
"16858299","0221","SUNDAY"
"16858304","0218","SUNDAY"
"16858582","2016","SUNDAY"
"16859011","0209","SUNDAY"
"16859033","2130","SUNDAY"
"16859524","0158","SUNDAY"
"16860693","0027","SUNDAY"
"16862253","1835","SUNDAY"
"16862372","2129","SUNDAY"
"16862467","0012","SUNDAY"
"16863111","1955","SUNDAY"
"16863711","0250","SUNDAY"
"16864530","0204","SUNDAY"
"16864593","0434","SUNDAY"
"16864850","2230","SUNDAY"
"16865329","0305","SUNDAY"
"16865332","2230","SUNDAY"
"16865436","2330","SUNDAY"
"16865492","0102","SUNDAY"
"16865877","1410","SUNDAY"
"16865948","1848","SUNDAY"
"16866950","0333","SUNDAY"
"16867034","1905","SUNDAY"
"16870233","0349","SUNDAY"
"16871659","0241","SUNDAY"
"16873692","0620","SUNDAY"
"16875663","0338","SUNDAY"
"16876415","0252","SUNDAY"
"16937699","0150","SUNDAY"
"16986697","0056","SUNDAY"
"16987078","0030","SUNDAY"
"16845525","0029","MONDAY"
"16846423","0338","MONDAY"
"16847640","1750","MONDAY"
"16847641","1810","MONDAY"
"16847704","2035","MONDAY"
"16847802","0253","MONDAY"
"16847820","2215","MONDAY"
"16848453","0200","MONDAY"
"16848571","0135","MONDAY"
"16848583","0950","MONDAY"
"16849139","1155","MONDAY"
"16849393","1636","MONDAY"
"16849458","1530","MONDAY"
"16849518","0158","MONDAY"
"16850184","0600","MONDAY"
"16850275","1330","MONDAY"
"16850296","2307","MONDAY"
"16850787","2106","MONDAY"
"16850977","2302","MONDAY"
"16851014","0830","MONDAY"
"16851229","1708","MONDAY"
"16851595","0046","MONDAY"
"16852356","0025","MONDAY"
"16852362","0025","MONDAY"
"16853072","1855","MONDAY"
"16853695","0044","MONDAY"
"16854219","2145","MONDAY"
"16855263","1820","MONDAY"
"16855588","2351","MONDAY"
"16855620","0149","MONDAY"
"16856998","2210","MONDAY"
"16859365","0011","MONDAY"
"16859389","2334","MONDAY"
"16863614","0607","MONDAY"
"16864753","0137","MONDAY"
"16865401","2140","MONDAY"
"16875896","1614","MONDAY"
"16923080","1814","MONDAY"
"16935441","0134","MONDAY"
"17057951","0057","MONDAY"
"16847761","2356","TUESDAY"
"16847796","0051","TUESDAY"
"16849219","0224","TUESDAY"
"16849404","2307","TUESDAY"
"16849683","1845","TUESDAY"
"16849967","1953","TUESDAY"
"16850193","0124","TUESDAY"
"16850632","0219","TUESDAY"
"16850683","0117","TUESDAY"
"16851344","2357","TUESDAY"
"16851899","0007","TUESDAY"
"16852398","1820","TUESDAY"
"16852575","2047","TUESDAY"
"16852671","2311","TUESDAY"
"16853032","2148","TUESDAY"
"16853139","1730","TUESDAY"
"16853462","2347","TUESDAY"
"16854660","2032","TUESDAY"
"16854668","2135","TUESDAY"
"16854754","1947","TUESDAY"
"16854759","2014","TUESDAY"
"16855996","2025","TUESDAY"
"16856382","2300","TUESDAY"
"16856747","2325","TUESDAY"
"16856965","1030","TUESDAY"
"16857591","0138","TUESDAY"
"16857863","1934","TUESDAY"
"16858964","2155","TUESDAY"
"16860319","2217","TUESDAY"
"16860846","2328","TUESDAY"
"16861628","2050","TUESDAY"
"16861756","0144","TUESDAY"
"16863418","0008","TUESDAY"
"16864559","0140","TUESDAY"
"16867814","2310","TUESDAY"
"16869181","2000","TUESDAY"
"16870353","0002","TUESDAY"
"16871637","1846","TUESDAY"
"16876869","1800","TUESDAY"
"16987089","1715","TUESDAY"
"17568092","1605","TUESDAY"
"16849894","0056","WEDNESDAY"
"16850511","0515","WEDNESDAY"
"16851769","2053","WEDNESDAY"
"16851916","2040","WEDNESDAY"
"16852477","1724","WEDNESDAY"
"16852822","1656","WEDNESDAY"
"16853060","1950","WEDNESDAY"
"16853127","1740","WEDNESDAY"
"16853317","1759","WEDNESDAY"
"16853584","2215","WEDNESDAY"
"16853765","0231","WEDNESDAY"
"16853812","1935","WEDNESDAY"
"16854073","1653","WEDNESDAY"
"16854153","1527","WEDNESDAY"
"16854611","2033","WEDNESDAY"
"16854771","0327","WEDNESDAY"
"16854838","1501","WEDNESDAY"
"16854903","2255","WEDNESDAY"
"16855374","2030","WEDNESDAY"
"16856561","1836","WEDNESDAY"
"16857831","2103","WEDNESDAY"
"16858080","1710","WEDNESDAY"
"16858129","1820","WEDNESDAY"
"16858290","2225","WEDNESDAY"
"16858437","1925","WEDNESDAY"
"16858762","0152","WEDNESDAY"
"16861022","2332","WEDNESDAY"
"16861056","1748","WEDNESDAY"
"16862798","0535","WEDNESDAY"
"16865638","2238","WEDNESDAY"
"16865757","2331","WEDNESDAY"
"16867017","1652","WEDNESDAY"
"16867647","2200","WEDNESDAY"
"16873933","2149","WEDNESDAY"
"16874558","0045","WEDNESDAY"
"16851671","0037","THURSDAY"
"16851841","0302","THURSDAY"
"16852866","0021","THURSDAY"
"16853295","1938","THURSDAY"
"16853428","1913","THURSDAY"
"16853450","0200","THURSDAY"
"16853607","2110","THURSDAY"
"16854904","0017","THURSDAY"
"16854906","0310","THURSDAY"
"16854971","1735","THURSDAY"
"16854973","1611","THURSDAY"
"16854974","1721","THURSDAY"
"16854977","1903","THURSDAY"
"16855009","2047","THURSDAY"
"16856151","0315","THURSDAY"
"16856152","0158","THURSDAY"
"16856478","1749","THURSDAY"
"16856564","1935","THURSDAY"
"16857420","2327","THURSDAY"
"16858309","2231","THURSDAY"
"16858381","2235","THURSDAY"
"16858673","2132","THURSDAY"
"16858915","1854","THURSDAY"
"16859229","2246","THURSDAY"
"16859612","2230","THURSDAY"
"16859678","2132","THURSDAY"
"16859899","0848","THURSDAY"
"16860260","0226","THURSDAY"
"16860383","2122","THURSDAY"
"16861001","2330","THURSDAY"
"16862126","1413","THURSDAY"
"16862438","2252","THURSDAY"
"16862630","1130","THURSDAY"
"16862870","0039","THURSDAY"
"16863649","2219","THURSDAY"
"16863933","2020","THURSDAY"
"16864043","0433","THURSDAY"
"16864137","0045","THURSDAY"
"16864453","0303","THURSDAY"
"16866871","1023","THURSDAY"
"16868089","0057","THURSDAY"
"16868709","2340","THURSDAY"
"16868974","2225","THURSDAY"
"16870711","2015","THURSDAY"
"16873462","0500","THURSDAY"
"16922603","0150","THURSDAY"
"16927710","2050","THURSDAY"
"16853612","0159","FRIDAY"
"16853615","0046","FRIDAY"
"16853755","0450","FRIDAY"
"16853863","0058","FRIDAY"
"16853896","0040","FRIDAY"
"16855012","2244","FRIDAY"
"16855267","1911","FRIDAY"
"16855550","1804","FRIDAY"
"16855748","1958","FRIDAY"
"16855789","1657","FRIDAY"
"16855931","1612","FRIDAY"
"16856036","1910","FRIDAY"
"16856068","0210","FRIDAY"
"16856072","0602","FRIDAY"
"16856160","2358","FRIDAY"
"16856580","2203","FRIDAY"
"16856635","2200","FRIDAY"
"16856742","1749","FRIDAY"
"16856746","1508","FRIDAY"
"16856817","2155","FRIDAY"
"16857236","2015","FRIDAY"
"16857324","1553","FRIDAY"
"16857554","0749","FRIDAY"
"16858463","2005","FRIDAY"
"16858522","2114","FRIDAY"
"16858701","2140","FRIDAY"
"16858731","0149","FRIDAY"
"16858758","0000","FRIDAY"
"16858793","2207","FRIDAY"
"16858862","2133","FRIDAY"
"16859003","1115","FRIDAY"
"16859629","2038","FRIDAY"
"16859755","2205","FRIDAY"
"16859777","2030","FRIDAY"
"16859809","1805","FRIDAY"
"16859942","0215","FRIDAY"
"16860282","0030","FRIDAY"
"16860365","2100","FRIDAY"
"16860764","0019","FRIDAY"
"16861077","1959","FRIDAY"
"16861096","2058","FRIDAY"
"16861100","2224","FRIDAY"
"16861103","2303","FRIDAY"
"16861219","0326","FRIDAY"
"16862142","2015","FRIDAY"
"16862498","0007","FRIDAY"
"16862541","1836","FRIDAY"
"16862736","2009","FRIDAY"
"16863456","0036","FRIDAY"
"16863496","2231","FRIDAY"
"16863498","2129","FRIDAY"
"16863513","2239","FRIDAY"
"16863807","2226","FRIDAY"
"16864055","1810","FRIDAY"
"16865911","2010","FRIDAY"
"16867090","2345","FRIDAY"
"16868013","1254","FRIDAY"
"16868928","2030","FRIDAY"
"16869008","0233","FRIDAY"
"16869583","1730","FRIDAY"
"16871146","0140","FRIDAY"
"16871605","2210","FRIDAY"
"16871970","0100","FRIDAY"
"16872095","1958","FRIDAY"
"16872184","0506","FRIDAY"
"16872671","2039","FRIDAY"
"16873063","0233","FRIDAY"
"16873078","0235","FRIDAY"
"16874457","0309","FRIDAY"
"16875029","2045","FRIDAY"
"16878307","0149","FRIDAY"
"16878946","0330","FRIDAY"
"17003135","2150","FRIDAY"
"17042123","2336","FRIDAY"
"17131210","2216","FRIDAY"
"17634027","1740","FRIDAY"
"16855569","0445","SATURDAY"
"16855885","1008","SATURDAY"
"16856004","0017","SATURDAY"
"16856080","0552","SATURDAY"
"16856099","1835","SATURDAY"
"16856108","0042","SATURDAY"
"16856147","0315","SATURDAY"
"16856172","0238","SATURDAY"
"16856184","0229","SATURDAY"
"16856199","0122","SATURDAY"
"16856251","2323","SATURDAY"
"16856302","1110","SATURDAY"
"16856306","0238","SATURDAY"
"16856628","0150","SATURDAY"
"16856640","0253","SATURDAY"
"16856689","1453","SATURDAY"
"16856813","2355","SATURDAY"
"16856846","1843","SATURDAY"
"16856874","0200","SATURDAY"
"16856945","0357","SATURDAY"
"16856953","2242","SATURDAY"
"16856987","1336","SATURDAY"
"16857002","0242","SATURDAY"
"16857031","0119","SATURDAY"
"16857210","0007","SATURDAY"
"16857271","1908","SATURDAY"
"16857321","0144","SATURDAY"
"16857384","0029","SATURDAY"
"16857562","1121","SATURDAY"
"16857721","0854","SATURDAY"
"16857782","0740","SATURDAY"
"16858132","2249","SATURDAY"
"16858297","2144","SATURDAY"
"16858681","0540","SATURDAY"
"16858695","0142","SATURDAY"
"16858851","1306","SATURDAY"
"16859106","0419","SATURDAY"
"16859347","2121","SATURDAY"
"16859458","2342","SATURDAY"
"16859527","0152","SATURDAY"
"16859538","1921","SATURDAY"
"16859559","0226","SATURDAY"
"16860000","1930","SATURDAY"
"16860551","0305","SATURDAY"
"16861164","1924","SATURDAY"
"16861186","0136","SATURDAY"
"16861340","2157","SATURDAY"
"16861532","0214","SATURDAY"
"16861534","0555","SATURDAY"
"16861595","0415","SATURDAY"
"16861867","1856","SATURDAY"
"16862337","1901","SATURDAY"
"16862864","0255","SATURDAY"
"16862896","0250","SATURDAY"
"16863104","0310","SATURDAY"
"16863737","1736","SATURDAY"
"16863994","2149","SATURDAY"
"16864080","2315","SATURDAY"
"16864114","0505","SATURDAY"
"16864777","0132","SATURDAY"
"16865134","1841","SATURDAY"
"16865326","0405","SATURDAY"
"16865440","1337","SATURDAY"
"16865521","1835","SATURDAY"
"16865584","1840","SATURDAY"
